"ubigeo_inei";"departamento";"provincia";"distrito";"region";"macroregion_inei";"macroregion_minsa"
50412;"AYACUCHO";"HUANTA";"CHACA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50501;"AYACUCHO";"LA MAR";"SAN MIGUEL";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50502;"AYACUCHO";"LA MAR";"ANCO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50503;"AYACUCHO";"LA MAR";"AYNA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50504;"AYACUCHO";"LA MAR";"CHILCAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50505;"AYACUCHO";"LA MAR";"CHUNGUI";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50506;"AYACUCHO";"LA MAR";"LUIS CARRANZA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50507;"AYACUCHO";"LA MAR";"SANTA ROSA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50508;"AYACUCHO";"LA MAR";"TAMBO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50509;"AYACUCHO";"LA MAR";"SAMUGARI";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50510;"AYACUCHO";"LA MAR";"ANCHIHUAY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50511;"AYACUCHO";"LA MAR";"ORONCCOY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50601;"AYACUCHO";"LUCANAS";"PUQUIO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50602;"AYACUCHO";"LUCANAS";"AUCARA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50603;"AYACUCHO";"LUCANAS";"CABANA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50604;"AYACUCHO";"LUCANAS";"CARMEN SALCEDO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50605;"AYACUCHO";"LUCANAS";"CHAVIÑA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50606;"AYACUCHO";"LUCANAS";"CHIPAO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50607;"AYACUCHO";"LUCANAS";"HUAC-HUAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50608;"AYACUCHO";"LUCANAS";"LARAMATE";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50609;"AYACUCHO";"LUCANAS";"LEONCIO PRADO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50610;"AYACUCHO";"LUCANAS";"LLAUTA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50611;"AYACUCHO";"LUCANAS";"LUCANAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50612;"AYACUCHO";"LUCANAS";"OCAÑA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50613;"AYACUCHO";"LUCANAS";"OTOCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50614;"AYACUCHO";"LUCANAS";"SAISA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50615;"AYACUCHO";"LUCANAS";"SAN CRISTOBAL";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50616;"AYACUCHO";"LUCANAS";"SAN JUAN";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50617;"AYACUCHO";"LUCANAS";"SAN PEDRO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50618;"AYACUCHO";"LUCANAS";"SAN PEDRO DE PALCO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50619;"AYACUCHO";"LUCANAS";"SANCOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50620;"AYACUCHO";"LUCANAS";"SANTA ANA DE HUAYCAHUACHO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50621;"AYACUCHO";"LUCANAS";"SANTA LUCIA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50701;"AYACUCHO";"PARINACOCHAS";"CORACORA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50702;"AYACUCHO";"PARINACOCHAS";"CHUMPI";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50703;"AYACUCHO";"PARINACOCHAS";"CORONEL CASTAÑEDA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50704;"AYACUCHO";"PARINACOCHAS";"PACAPAUSA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50705;"AYACUCHO";"PARINACOCHAS";"PULLO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50706;"AYACUCHO";"PARINACOCHAS";"PUYUSCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50707;"AYACUCHO";"PARINACOCHAS";"SAN FRANCISCO DE RAVACAYCO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50708;"AYACUCHO";"PARINACOCHAS";"UPAHUACHO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50801;"AYACUCHO";"PAUCAR DEL SARA SARA";"PAUSA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50802;"AYACUCHO";"PAUCAR DEL SARA SARA";"COLTA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50803;"AYACUCHO";"PAUCAR DEL SARA SARA";"CORCULLA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50804;"AYACUCHO";"PAUCAR DEL SARA SARA";"LAMPA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50805;"AYACUCHO";"PAUCAR DEL SARA SARA";"MARCABAMBA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50806;"AYACUCHO";"PAUCAR DEL SARA SARA";"OYOLO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50807;"AYACUCHO";"PAUCAR DEL SARA SARA";"PARARCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50808;"AYACUCHO";"PAUCAR DEL SARA SARA";"SAN JAVIER DE ALPABAMBA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50809;"AYACUCHO";"PAUCAR DEL SARA SARA";"SAN JOSE DE USHUA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50810;"AYACUCHO";"PAUCAR DEL SARA SARA";"SARA SARA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50901;"AYACUCHO";"SUCRE";"QUEROBAMBA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50902;"AYACUCHO";"SUCRE";"BELEN";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50903;"AYACUCHO";"SUCRE";"CHALCOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50904;"AYACUCHO";"SUCRE";"CHILCAYOC";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50905;"AYACUCHO";"SUCRE";"HUACAÑA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50906;"AYACUCHO";"SUCRE";"MORCOLLA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50907;"AYACUCHO";"SUCRE";"PAICO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50908;"AYACUCHO";"SUCRE";"SAN PEDRO DE LARCAY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50909;"AYACUCHO";"SUCRE";"SAN SALVADOR DE QUIJE";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50910;"AYACUCHO";"SUCRE";"SANTIAGO DE PAUCARAY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50911;"AYACUCHO";"SUCRE";"SORAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51001;"AYACUCHO";"VICTOR FAJARDO";"HUANCAPI";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51002;"AYACUCHO";"VICTOR FAJARDO";"ALCAMENCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51003;"AYACUCHO";"VICTOR FAJARDO";"APONGO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51004;"AYACUCHO";"VICTOR FAJARDO";"ASQUIPATA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51005;"AYACUCHO";"VICTOR FAJARDO";"CANARIA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51006;"AYACUCHO";"VICTOR FAJARDO";"CAYARA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51007;"AYACUCHO";"VICTOR FAJARDO";"COLCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51008;"AYACUCHO";"VICTOR FAJARDO";"HUAMANQUIQUIA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51009;"AYACUCHO";"VICTOR FAJARDO";"HUANCARAYLLA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51010;"AYACUCHO";"VICTOR FAJARDO";"HUAYA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51011;"AYACUCHO";"VICTOR FAJARDO";"SARHUA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51012;"AYACUCHO";"VICTOR FAJARDO";"VILCANCHOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51101;"AYACUCHO";"VILCAS HUAMAN";"VILCAS HUAMAN";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51102;"AYACUCHO";"VILCAS HUAMAN";"ACCOMARCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51103;"AYACUCHO";"VILCAS HUAMAN";"CARHUANCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51104;"AYACUCHO";"VILCAS HUAMAN";"CONCEPCION";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51105;"AYACUCHO";"VILCAS HUAMAN";"HUAMBALPA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51106;"AYACUCHO";"VILCAS HUAMAN";"INDEPENDENCIA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51107;"AYACUCHO";"VILCAS HUAMAN";"SAURAMA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
51108;"AYACUCHO";"VILCAS HUAMAN";"VISCHONGO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
60101;"CAJAMARCA";"CAJAMARCA";"CAJAMARCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60102;"CAJAMARCA";"CAJAMARCA";"ASUNCION";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60103;"CAJAMARCA";"CAJAMARCA";"CHETILLA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60104;"CAJAMARCA";"CAJAMARCA";"COSPAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60105;"CAJAMARCA";"CAJAMARCA";"ENCAÑADA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60106;"CAJAMARCA";"CAJAMARCA";"JESUS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60107;"CAJAMARCA";"CAJAMARCA";"LLACANORA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60108;"CAJAMARCA";"CAJAMARCA";"LOS BAÑOS DEL INCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60109;"CAJAMARCA";"CAJAMARCA";"MAGDALENA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60110;"CAJAMARCA";"CAJAMARCA";"MATARA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60111;"CAJAMARCA";"CAJAMARCA";"NAMORA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60112;"CAJAMARCA";"CAJAMARCA";"SAN JUAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60201;"CAJAMARCA";"CAJABAMBA";"CAJABAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60202;"CAJAMARCA";"CAJABAMBA";"CACHACHI";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60203;"CAJAMARCA";"CAJABAMBA";"CONDEBAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60204;"CAJAMARCA";"CAJABAMBA";"SITACOCHA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60301;"CAJAMARCA";"CELENDIN";"CELENDIN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60302;"CAJAMARCA";"CELENDIN";"CHUMUCH";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60303;"CAJAMARCA";"CELENDIN";"CORTEGANA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60304;"CAJAMARCA";"CELENDIN";"HUASMIN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60305;"CAJAMARCA";"CELENDIN";"JORGE CHAVEZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60306;"CAJAMARCA";"CELENDIN";"JOSE GALVEZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60307;"CAJAMARCA";"CELENDIN";"MIGUEL IGLESIAS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60308;"CAJAMARCA";"CELENDIN";"OXAMARCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60309;"CAJAMARCA";"CELENDIN";"SOROCHUCO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60310;"CAJAMARCA";"CELENDIN";"SUCRE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60311;"CAJAMARCA";"CELENDIN";"UTCO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60312;"CAJAMARCA";"CELENDIN";"LA LIBERTAD DE PALLAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60401;"CAJAMARCA";"CHOTA";"CHOTA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60402;"CAJAMARCA";"CHOTA";"ANGUIA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60403;"CAJAMARCA";"CHOTA";"CHADIN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60404;"CAJAMARCA";"CHOTA";"CHIGUIRIP";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60405;"CAJAMARCA";"CHOTA";"CHIMBAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60406;"CAJAMARCA";"CHOTA";"CHOROPAMPA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60407;"CAJAMARCA";"CHOTA";"COCHABAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60408;"CAJAMARCA";"CHOTA";"CONCHAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60409;"CAJAMARCA";"CHOTA";"HUAMBOS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60410;"CAJAMARCA";"CHOTA";"LAJAS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60411;"CAJAMARCA";"CHOTA";"LLAMA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60412;"CAJAMARCA";"CHOTA";"MIRACOSTA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60413;"CAJAMARCA";"CHOTA";"PACCHA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60414;"CAJAMARCA";"CHOTA";"PION";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60415;"CAJAMARCA";"CHOTA";"QUEROCOTO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60416;"CAJAMARCA";"CHOTA";"SAN JUAN DE LICUPIS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60417;"CAJAMARCA";"CHOTA";"TACABAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60418;"CAJAMARCA";"CHOTA";"TOCMOCHE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60419;"CAJAMARCA";"CHOTA";"CHALAMARCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60501;"CAJAMARCA";"CONTUMAZA";"CONTUMAZA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60502;"CAJAMARCA";"CONTUMAZA";"CHILETE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60503;"CAJAMARCA";"CONTUMAZA";"CUPISNIQUE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60504;"CAJAMARCA";"CONTUMAZA";"GUZMANGO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60505;"CAJAMARCA";"CONTUMAZA";"SAN BENITO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60506;"CAJAMARCA";"CONTUMAZA";"SANTA CRUZ DE TOLEDO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60507;"CAJAMARCA";"CONTUMAZA";"TANTARICA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60508;"CAJAMARCA";"CONTUMAZA";"YONAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60601;"CAJAMARCA";"CUTERVO";"CUTERVO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60602;"CAJAMARCA";"CUTERVO";"CALLAYUC";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60603;"CAJAMARCA";"CUTERVO";"CHOROS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60604;"CAJAMARCA";"CUTERVO";"CUJILLO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60605;"CAJAMARCA";"CUTERVO";"LA RAMADA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60606;"CAJAMARCA";"CUTERVO";"PIMPINGOS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60607;"CAJAMARCA";"CUTERVO";"QUEROCOTILLO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60608;"CAJAMARCA";"CUTERVO";"SAN ANDRES DE CUTERVO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60609;"CAJAMARCA";"CUTERVO";"SAN JUAN DE CUTERVO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60610;"CAJAMARCA";"CUTERVO";"SAN LUIS DE LUCMA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60611;"CAJAMARCA";"CUTERVO";"SANTA CRUZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60612;"CAJAMARCA";"CUTERVO";"SANTO DOMINGO DE LA CAPILLA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60613;"CAJAMARCA";"CUTERVO";"SANTO TOMAS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60614;"CAJAMARCA";"CUTERVO";"SOCOTA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60615;"CAJAMARCA";"CUTERVO";"TORIBIO CASANOVA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60701;"CAJAMARCA";"HUALGAYOC";"BAMBAMARCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60702;"CAJAMARCA";"HUALGAYOC";"CHUGUR";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60703;"CAJAMARCA";"HUALGAYOC";"HUALGAYOC";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60801;"CAJAMARCA";"JAEN";"JAEN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60802;"CAJAMARCA";"JAEN";"BELLAVISTA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60803;"CAJAMARCA";"JAEN";"CHONTALI";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60804;"CAJAMARCA";"JAEN";"COLASAY";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60805;"CAJAMARCA";"JAEN";"HUABAL";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60806;"CAJAMARCA";"JAEN";"LAS PIRIAS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60807;"CAJAMARCA";"JAEN";"POMAHUACA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60808;"CAJAMARCA";"JAEN";"PUCARA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60809;"CAJAMARCA";"JAEN";"SALLIQUE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60810;"CAJAMARCA";"JAEN";"SAN FELIPE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60811;"CAJAMARCA";"JAEN";"SAN JOSE DEL ALTO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60812;"CAJAMARCA";"JAEN";"SANTA ROSA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60901;"CAJAMARCA";"SAN IGNACIO";"SAN IGNACIO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60902;"CAJAMARCA";"SAN IGNACIO";"CHIRINOS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60903;"CAJAMARCA";"SAN IGNACIO";"HUARANGO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60904;"CAJAMARCA";"SAN IGNACIO";"LA COIPA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60905;"CAJAMARCA";"SAN IGNACIO";"NAMBALLE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60906;"CAJAMARCA";"SAN IGNACIO";"SAN JOSE DE LOURDES";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
60907;"CAJAMARCA";"SAN IGNACIO";"TABACONAS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61001;"CAJAMARCA";"SAN MARCOS";"PEDRO GALVEZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61002;"CAJAMARCA";"SAN MARCOS";"CHANCAY";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61003;"CAJAMARCA";"SAN MARCOS";"EDUARDO VILLANUEVA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61004;"CAJAMARCA";"SAN MARCOS";"GREGORIO PITA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61005;"CAJAMARCA";"SAN MARCOS";"ICHOCAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61006;"CAJAMARCA";"SAN MARCOS";"JOSE MANUEL QUIROZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61007;"CAJAMARCA";"SAN MARCOS";"JOSE SABOGAL";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61101;"CAJAMARCA";"SAN MIGUEL";"SAN MIGUEL";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61102;"CAJAMARCA";"SAN MIGUEL";"BOLIVAR";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61103;"CAJAMARCA";"SAN MIGUEL";"CALQUIS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61104;"CAJAMARCA";"SAN MIGUEL";"CATILLUC";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61105;"CAJAMARCA";"SAN MIGUEL";"EL PRADO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61106;"CAJAMARCA";"SAN MIGUEL";"LA FLORIDA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61107;"CAJAMARCA";"SAN MIGUEL";"LLAPA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61108;"CAJAMARCA";"SAN MIGUEL";"NANCHOC";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61109;"CAJAMARCA";"SAN MIGUEL";"NIEPOS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61110;"CAJAMARCA";"SAN MIGUEL";"SAN GREGORIO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61111;"CAJAMARCA";"SAN MIGUEL";"SAN SILVESTRE DE COCHAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61112;"CAJAMARCA";"SAN MIGUEL";"TONGOD";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61113;"CAJAMARCA";"SAN MIGUEL";"UNION AGUA BLANCA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61201;"CAJAMARCA";"SAN PABLO";"SAN PABLO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61202;"CAJAMARCA";"SAN PABLO";"SAN BERNARDINO";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61203;"CAJAMARCA";"SAN PABLO";"SAN LUIS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61204;"CAJAMARCA";"SAN PABLO";"TUMBADEN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61301;"CAJAMARCA";"SANTA CRUZ";"SANTA CRUZ";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61302;"CAJAMARCA";"SANTA CRUZ";"ANDABAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61303;"CAJAMARCA";"SANTA CRUZ";"CATACHE";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61304;"CAJAMARCA";"SANTA CRUZ";"CHANCAYBAÑOS";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61305;"CAJAMARCA";"SANTA CRUZ";"LA ESPERANZA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61306;"CAJAMARCA";"SANTA CRUZ";"NINABAMBA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61307;"CAJAMARCA";"SANTA CRUZ";"PULAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61308;"CAJAMARCA";"SANTA CRUZ";"SAUCEPAMPA";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61309;"CAJAMARCA";"SANTA CRUZ";"SEXI";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61310;"CAJAMARCA";"SANTA CRUZ";"UTICYACU";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
61311;"CAJAMARCA";"SANTA CRUZ";"YAUYUCAN";"CAJAMARCA";"NORTE";"MACROREGION NORTE"
70101;"CALLAO";"CALLAO";"CALLAO";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70102;"CALLAO";"CALLAO";"BELLAVISTA";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70103;"CALLAO";"CALLAO";"CARMEN DE LA LEGUA REYNOSO";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70104;"CALLAO";"CALLAO";"LA PERLA";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70105;"CALLAO";"CALLAO";"LA PUNTA";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70106;"CALLAO";"CALLAO";"VENTANILLA";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
70107;"CALLAO";"CALLAO";"MI PERU";"CALLAO";"LIMA METROPOLITANA";"LIMA Y CALLAO"
80101;"CUSCO";"CUSCO";"CUSCO";"CUSCO";"SUR";"MACROREGION SUR"
80102;"CUSCO";"CUSCO";"CCORCA";"CUSCO";"SUR";"MACROREGION SUR"
80103;"CUSCO";"CUSCO";"POROY";"CUSCO";"SUR";"MACROREGION SUR"
80104;"CUSCO";"CUSCO";"SAN JERONIMO";"CUSCO";"SUR";"MACROREGION SUR"
80105;"CUSCO";"CUSCO";"SAN SEBASTIAN";"CUSCO";"SUR";"MACROREGION SUR"
80106;"CUSCO";"CUSCO";"SANTIAGO";"CUSCO";"SUR";"MACROREGION SUR"
80107;"CUSCO";"CUSCO";"SAYLLA";"CUSCO";"SUR";"MACROREGION SUR"
80108;"CUSCO";"CUSCO";"WANCHAQ";"CUSCO";"SUR";"MACROREGION SUR"
80201;"CUSCO";"ACOMAYO";"ACOMAYO";"CUSCO";"SUR";"MACROREGION SUR"
80202;"CUSCO";"ACOMAYO";"ACOPIA";"CUSCO";"SUR";"MACROREGION SUR"
80203;"CUSCO";"ACOMAYO";"ACOS";"CUSCO";"SUR";"MACROREGION SUR"
80204;"CUSCO";"ACOMAYO";"MOSOC LLACTA";"CUSCO";"SUR";"MACROREGION SUR"
80205;"CUSCO";"ACOMAYO";"POMACANCHI";"CUSCO";"SUR";"MACROREGION SUR"
