"username","id","link"
"jacqueline.morales",9,"https://app.powerbi.com/view?r=eyJrIjoiMzJhNjVkNjctY2NiOS00ZDA3LTk4ODItZjNiODkyNTgyM2IzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",12,"https://app.powerbi.com/view?r=eyJrIjoiM2Q5MTJmYmEtN2JhMi00MTlmLWFlMjItOTdhM2NjNWQ4N2RiIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"giuliana.delcastillo",12,"https://app.powerbi.com/view?r=eyJrIjoiM2Q5MTJmYmEtN2JhMi00MTlmLWFlMjItOTdhM2NjNWQ4N2RiIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"yuri.romero",62,"https://app.powerbi.com/view?r=eyJrIjoiMmMxMDU1MGItY2JjZi00NzQ2LTg1OTctMDNlODQ0MDM1MjhkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jacqueline.morales",13,"https://app.powerbi.com/view?r=eyJrIjoiZWRkOTRjYjQtNWJkMi00YjI5LTgzMTAtZWE4ZWU2MTdiOGMxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jacqueline.morales",15,"https://app.powerbi.com/view?r=eyJrIjoiODEyYTFlMGYtMzFiNC00NTFjLWI2MDgtYWQwYTAyNjZjNGQyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jacqueline.morales",16,"https://app.powerbi.com/view?r=eyJrIjoiYmNhMWIwZmYtMTA2MS00NGRlLWE4ODItZGU4NmFjMTYxOTFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jacqueline.morales",17,"https://app.powerbi.com/view?r=eyJrIjoiMDk0ZjMzNzItZGZiNC00YWE5LTk0ZDctMjZiMTFkYWIzYjUxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jacqueline.morales",18,"https://app.powerbi.com/view?r=eyJrIjoiYWVhZjcyYmItZjA5ZS00NzQ3LTk5NzAtYTA1NmFhOGI3Y2M4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",1,"https://app.powerbi.com/view?r=eyJrIjoiYjM0Y2EyZTgtY2RiYy00ZWYzLTlhMWMtNTE0ZjA1M2M1NzQ4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",2,"https://app.powerbi.com/view?r=eyJrIjoiMjQxNDdlMzgtMmNmMC00YjY2LWFjZTItN2QzNDc2OThjZjU3IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",3,"https://app.powerbi.com/view?r=eyJrIjoiNzIyOTUzNWUtOTk2MS00MTNkLTg3ODMtYWJmOWM0NWI1NTI5IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",4,"https://app.powerbi.com/view?r=eyJrIjoiNzExNzNjODAtNGQ5Yi00Mjk2LTllYTQtNWYxY2I3OGNiMDBlIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",5,"https://app.powerbi.com/view?r=eyJrIjoiNDJjMzJkYjEtOGUyNC00ZGYxLWEyZjgtOGU3YzVmNjMyZTEwIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",6,"https://app.powerbi.com/view?r=eyJrIjoiNDcxOThkMTYtOTgxYy00M2Y3LWI1MGMtZWU0ZDFjNGI4NTIyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",7,"https://app.powerbi.com/view?r=eyJrIjoiZTRiZTQwMzQtMDdiNS00NzViLTg3MjctZDQ5YzM4YmNiODljIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",8,"https://app.powerbi.com/view?r=eyJrIjoiNGY2M2Q2YTMtMzdjMS00NDlmLWFmMTUtNzM0YzZmZWU1ZjQzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",9,"https://app.powerbi.com/view?r=eyJrIjoiMzJhNjVkNjctY2NiOS00ZDA3LTk4ODItZjNiODkyNTgyM2IzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"giuliana.delcastillo",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"ruben.figueroa",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",13,"https://app.powerbi.com/view?r=eyJrIjoiZWRkOTRjYjQtNWJkMi00YjI5LTgzMTAtZWE4ZWU2MTdiOGMxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",15,"https://app.powerbi.com/view?r=eyJrIjoiODEyYTFlMGYtMzFiNC00NTFjLWI2MDgtYWQwYTAyNjZjNGQyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",16,"https://app.powerbi.com/view?r=eyJrIjoiYmNhMWIwZmYtMTA2MS00NGRlLWE4ODItZGU4NmFjMTYxOTFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",17,"https://app.powerbi.com/view?r=eyJrIjoiMDk0ZjMzNzItZGZiNC00YWE5LTk0ZDctMjZiMTFkYWIzYjUxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"jhonathan.centti",18,"https://app.powerbi.com/view?r=eyJrIjoiYWVhZjcyYmItZjA5ZS00NzQ3LTk5NzAtYTA1NmFhOGI3Y2M4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",1,"https://app.powerbi.com/view?r=eyJrIjoiYjM0Y2EyZTgtY2RiYy00ZWYzLTlhMWMtNTE0ZjA1M2M1NzQ4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"erika.bayona",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",3,"https://app.powerbi.com/view?r=eyJrIjoiNzIyOTUzNWUtOTk2MS00MTNkLTg3ODMtYWJmOWM0NWI1NTI5IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",4,"https://app.powerbi.com/view?r=eyJrIjoiNzExNzNjODAtNGQ5Yi00Mjk2LTllYTQtNWYxY2I3OGNiMDBlIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",5,"https://app.powerbi.com/view?r=eyJrIjoiNDJjMzJkYjEtOGUyNC00ZGYxLWEyZjgtOGU3YzVmNjMyZTEwIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",6,"https://app.powerbi.com/view?r=eyJrIjoiNDcxOThkMTYtOTgxYy00M2Y3LWI1MGMtZWU0ZDFjNGI4NTIyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",7,"https://app.powerbi.com/view?r=eyJrIjoiZTRiZTQwMzQtMDdiNS00NzViLTg3MjctZDQ5YzM4YmNiODljIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",8,"https://app.powerbi.com/view?r=eyJrIjoiNGY2M2Q2YTMtMzdjMS00NDlmLWFmMTUtNzM0YzZmZWU1ZjQzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",9,"https://app.powerbi.com/view?r=eyJrIjoiMzJhNjVkNjctY2NiOS00ZDA3LTk4ODItZjNiODkyNTgyM2IzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"grace.gomez",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"carlos.linares",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"ana.montalvo",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",13,"https://app.powerbi.com/view?r=eyJrIjoiZWRkOTRjYjQtNWJkMi00YjI5LTgzMTAtZWE4ZWU2MTdiOGMxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",15,"https://app.powerbi.com/view?r=eyJrIjoiODEyYTFlMGYtMzFiNC00NTFjLWI2MDgtYWQwYTAyNjZjNGQyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",16,"https://app.powerbi.com/view?r=eyJrIjoiYmNhMWIwZmYtMTA2MS00NGRlLWE4ODItZGU4NmFjMTYxOTFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",17,"https://app.powerbi.com/view?r=eyJrIjoiMDk0ZjMzNzItZGZiNC00YWE5LTk0ZDctMjZiMTFkYWIzYjUxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"frank.guzman",18,"https://app.powerbi.com/view?r=eyJrIjoiYWVhZjcyYmItZjA5ZS00NzQ3LTk5NzAtYTA1NmFhOGI3Y2M4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"tania.paredes",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"hector.arbulu",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"carlos.floresr",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"geovanni.chiarella",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",1,"https://app.powerbi.com/view?r=eyJrIjoiYjM0Y2EyZTgtY2RiYy00ZWYzLTlhMWMtNTE0ZjA1M2M1NzQ4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"elias.steck",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",3,"https://app.powerbi.com/view?r=eyJrIjoiNzIyOTUzNWUtOTk2MS00MTNkLTg3ODMtYWJmOWM0NWI1NTI5IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",4,"https://app.powerbi.com/view?r=eyJrIjoiNzExNzNjODAtNGQ5Yi00Mjk2LTllYTQtNWYxY2I3OGNiMDBlIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",5,"https://app.powerbi.com/view?r=eyJrIjoiNDJjMzJkYjEtOGUyNC00ZGYxLWEyZjgtOGU3YzVmNjMyZTEwIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",6,"https://app.powerbi.com/view?r=eyJrIjoiNDcxOThkMTYtOTgxYy00M2Y3LWI1MGMtZWU0ZDFjNGI4NTIyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",7,"https://app.powerbi.com/view?r=eyJrIjoiZTRiZTQwMzQtMDdiNS00NzViLTg3MjctZDQ5YzM4YmNiODljIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",8,"https://app.powerbi.com/view?r=eyJrIjoiNGY2M2Q2YTMtMzdjMS00NDlmLWFmMTUtNzM0YzZmZWU1ZjQzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",9,"https://app.powerbi.com/view?r=eyJrIjoiMzJhNjVkNjctY2NiOS00ZDA3LTk4ODItZjNiODkyNTgyM2IzIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"maria.aguilard",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"keile.desposorio",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"julio.salas",11,"https://app.powerbi.com/view?r=eyJrIjoiMWZjZGVhYTctNzhiMC00ZDdlLWIxZDUtN2JjYmI4ZTZkZGFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",13,"https://app.powerbi.com/view?r=eyJrIjoiZWRkOTRjYjQtNWJkMi00YjI5LTgzMTAtZWE4ZWU2MTdiOGMxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",15,"https://app.powerbi.com/view?r=eyJrIjoiODEyYTFlMGYtMzFiNC00NTFjLWI2MDgtYWQwYTAyNjZjNGQyIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",16,"https://app.powerbi.com/view?r=eyJrIjoiYmNhMWIwZmYtMTA2MS00NGRlLWE4ODItZGU4NmFjMTYxOTFkIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",17,"https://app.powerbi.com/view?r=eyJrIjoiMDk0ZjMzNzItZGZiNC00YWE5LTk0ZDctMjZiMTFkYWIzYjUxIiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
"roland.iparraguirre",18,"https://app.powerbi.com/view?r=eyJrIjoiYWVhZjcyYmItZjA5ZS00NzQ3LTk5NzAtYTA1NmFhOGI3Y2M4IiwidCI6IjM0ZjMyNDE5LTFjMDUtNDc1Ni04OTZlLTQ1ZDYzMzcyNjU5YiIsImMiOjR9"
